"Key","Issue Type","Summary","Status","Created","Priority","Motivo Impedimento","Fix versions","Backlog","Developer Testing","Done","In Progress","Open","Presa in carico","READY IN HOTFIX","rejected","Released","TESTING IN HOTFIX","To Do-RESEVO","Waiting for support","Waiting for Support (II° Level)-10104","Total","'->Backlog","'->Developer Testing","'->Done","'->In Progress","'->Open","'->Presa in carico","'->READY IN HOTFIX","'->rejected","'->Released","'->TESTING IN HOTFIX","'->To Do-RESEVO","'->Waiting for support","'->Waiting for Support (II° Level)-10104"
"RAM-286","Bug","Modifica mail agenzia non recepita da X3","Released","2025-05-26 08:29","Low","","RC GMNV","0","71","832","59","-","486","0","-","84,949","3","-","-","-","86,400","2025-05-26 08:29","2025-05-27 10:04","2025-05-27 11:18","2025-05-27 09:05","","2025-05-26 08:30","2025-05-27 11:15","","2025-05-29 09:10","2025-05-27 11:15","","",""
"RAM-285","Bug","IMO FAL 6 NON LEGGIBILE","Released","2025-05-24 20:16","Critical","","hotfix-4.0.174","0","150","124","330","-","0","0","-","85,796","0","-","-","-","86,400","2025-05-24 20:16","2025-05-26 15:29","2025-05-26 18:44","2025-05-26 08:31","","2025-05-24 20:46","2025-05-26 18:44","","2025-05-27 11:03","2025-05-26 18:44","","",""
"RAM-284","Bug","REVERSALI","Released","2025-05-23 16:11","High","","hotfix-4.0.174","1","12","608","70","-","21","0","-","85,796","0","-","-","-","86,508","2025-05-23 16:11","2025-05-23 17:43","2025-05-23 17:55","2025-05-23 16:33","","2025-05-23 16:12","2025-05-23 17:55","","2025-05-27 11:03","2025-05-23 17:55","","",""
"RAM-283","Task","Modifica flusso aggiornamento pilet piral","Done","2025-05-23 15:36","Lowest","","","29,995","788","47,879","7,880","-","0","0","-","-","0","-","-","-","86,543","2025-05-23 15:36","2025-09-11 14:52","2025-09-15 11:00","2025-08-20 10:32","","2025-08-20 10:31","2025-09-15 11:00","","","2025-09-15 11:00","","",""
"RAM-282","Bug","Biglietti con tipo pagamento Stripe non previsto","Released","2025-05-23 12:10","Medium","","hotfix-4.0.174","0","48","193","385","-","214","64","-","85,796","0","-","-","-","86,700","2025-05-23 12:10","2025-05-26 14:58","2025-05-26 16:50","2025-05-23 16:33","","2025-05-23 12:11","2025-05-26 15:46","","2025-05-27 11:03","2025-05-26 16:50","","",""
"RAM-281","Task","Gestire biglietti emessi da legacy con lunghezza targa maggiore di 15 caratteri","Released","2025-05-23 09:17","High","","RC GMNV","70","79","908","12","-","0","842","-","84,949","0","-","-","-","86,862","2025-05-23 09:17","2025-05-23 10:40","2025-05-27 10:02","2025-05-23 10:28","","2025-05-23 10:28","2025-05-23 12:34","","2025-05-29 09:10","2025-05-27 10:02","","",""
"RAM-280","Bug","sostituzione","Released","2025-05-22 22:52","Critical","","","0","0","1","16","-","0","0","-","86,863","0","-","-","-","86,880","2025-05-22 22:52","2025-05-23 09:15","2025-05-23 09:16","2025-05-23 08:53","","2025-05-22 23:08","2025-05-23 09:15","","2025-05-23 09:16","2025-05-23 09:15","","",""
"RAM-279","Task","[payment-service] Null pointer exception su cancel payment Stripe","Released","2025-05-22 18:58","Low","","hotfix-4.0.174","444","383","61","133","-","0","62","-","85,796","0","-","-","-","86,880","2025-05-22 18:58","2025-05-26 10:36","2025-05-27 10:02","2025-05-23 17:23","","2025-05-23 17:23","2025-05-26 18:48","","2025-05-27 11:03","2025-05-27 10:02","","",""
"RAM-278","Bug","Importi non congruenti tra reversale Resevo e reversale Legacy","Released","2025-05-22 14:55","Medium","","RC GMNV","6","463","941","699","-","1","0","-","84,949","0","-","4","-","87,065","2025-05-22 14:59","2025-05-26 09:45","2025-05-27 09:29","2025-05-22 15:06","","2025-05-22 15:05","2025-05-27 09:29","","2025-05-29 09:10","2025-05-27 09:29","","2025-05-22 14:55",""
"RAM-277","[System] Service request","OLTA api - integrare nella /global/olta-domain le info relative a accreditationType e municipality","Released","2025-05-22 14:55","Medium","","hotfix-4.0.168","1","0","106","230","-","13","0","-","86,714","0","-","-","-","87,064","2025-05-22 14:55","2025-05-23 09:59","2025-05-23 09:59","2025-05-22 15:09","","2025-05-22 14:56","2025-05-23 09:59","","2025-05-23 11:45","2025-05-23 09:59","","",""
"RAM-276","Bug","Accesso pagina Gestione reversali","Released","2025-05-21 18:35","High","","hotfix-4.0.168","0","0","48","533","-","64","0","-","86,714","0","-","0","-","87,360","2025-05-21 18:36","2025-05-23 10:57","2025-05-23 10:57","2025-05-22 10:03","","2025-05-21 18:43","2025-05-23 10:57","","2025-05-23 11:45","2025-05-23 10:57","","2025-05-21 18:35",""
"RAM-275","Task","Analisi ManageShipMapDetailSaga","Released","2025-05-21 18:18","Medium","","hotfix-4.0.168","0","73","93","393","-","0","74","-","86,714","12","-","-","-","87,360","2025-05-21 18:18","2025-05-22 16:33","2025-05-23 10:12","2025-05-21 18:18","","2025-05-21 18:18","2025-05-22 17:46","","2025-05-23 11:45","2025-05-23 10:00","","",""
"RAM-274","Bug","RIAPERTURA - RAM-273","Released","2025-05-21 17:11","Critical","","hotfix-4.0.168","2","0","493","192","-","6","0","-","86,714","0","-","-","-","87,408","2025-05-21 17:11","2025-05-22 11:32","2025-05-22 11:32","2025-05-21 17:20","","2025-05-21 17:14","2025-05-22 11:32","","2025-05-23 11:45","2025-05-22 11:32","","",""
"RAM-273","Bug","IMOFAL 6 - Viaggio n° 30218 - M/n La Suprema - Genova-Palermo del 20/05/2025","Released","2025-05-21 12:24","Critical","","hotfix-4.0.168","0","71","796","79","-","0","0","-","86,714","0","-","-","-","87,660","2025-05-21 12:24","2025-05-21 14:18","2025-05-21 15:30","2025-05-21 12:24","","2025-05-21 12:24","2025-05-21 15:30","","2025-05-23 11:45","2025-05-21 15:30","","",""
"RAM-272","Bug","Gestione Risorse Nave - cambiando stato ad una risorsa il sistema conteggia il doppio dei viaggi","Released","2025-05-21 12:11","High","","hotfix-4.0.168","0","35","468","300","-","0","0","-","86,714","142","-","-","-","87,660","2025-05-21 12:11","2025-05-21 18:14","2025-05-22 11:57","2025-05-21 12:12","","2025-05-21 12:11","2025-05-22 09:35","","2025-05-23 11:45","2025-05-22 09:35","","",""
"RAM-271","Bug","IMOFAL 2 - IMOFAL 6 - Viaggio n° 30218 - M/n La Suprema - Genova-Palermo del 20/05/2025 ","Released","2025-05-21 11:11","Critical","","hotfix-4.0.168","1","0","946","48","-","0","0","-","86,714","0","-","-","-","87,708","2025-05-21 11:11","2025-05-21 12:24","2025-05-21 12:24","2025-05-21 11:12","","2025-05-21 11:12","2025-05-21 12:24","","2025-05-23 11:45","2025-05-21 12:24","","",""
"RAM-270","[System] Service request","Questo è un test 21_05_2025 !!!!","Released","2025-05-21 10:07","Low","","","8","0","0","0","-","0","0","-","87,764","0","-","-","-","87,773","2025-05-21 10:07","2025-05-21 10:15","2025-05-21 10:15","2025-05-21 10:15","","2025-05-21 10:14","2025-05-21 10:15","","2025-05-21 10:16","2025-05-21 10:15","","",""
"RAM-269","Bug","GESTIONE RISORSE NAVE - CREAZIONE NUOVA RISORSA","Released","2025-05-20 17:11","High","","","1","0","0","203","-","23","0","-","87,660","0","-","1","-","87,888","2025-05-20 17:12","2025-05-21 12:36","2025-05-21 12:36","2025-05-20 17:36","","2025-05-20 17:13","2025-05-21 12:36","","2025-05-21 12:40","2025-05-21 12:36","","2025-05-20 17:11",""
"RAM-268","Bug","Problema in emissione","Released","2025-05-20 16:09","High","","hotfix-4.0.161","1","27","370","14","-","10","0","-","87,410","117","-","1","-","87,950","2025-05-20 16:10","2025-05-20 16:35","2025-05-21 09:59","2025-05-20 16:21","","2025-05-20 16:11","2025-05-20 17:02","","2025-05-21 17:09","2025-05-20 17:02","","2025-05-20 16:09",""
"RAM-267","Bug","Viaggi Gestione - Tab Disponibilità mostra errore generico su entità porto","rejected","2025-05-20 15:45","Medium","","","2","-","-","-","-","7","-","87,964","-","-","-","0","1","87,974","2025-05-20 15:46","","","","","2025-05-20 15:48","","2025-05-20 15:55","","","","2025-05-20 15:45","2025-05-20 15:46"
"RAM-266","Bug","[Biglietti Modifica][Sostituzione] Errore aggiornamento risorse sostituzione numero persone","Released","2025-05-20 12:05","High","","hotfix-4.0.161","0","93","605","21","-","0","0","-","87,410","11","-","-","-","88,140","2025-05-20 12:05","2025-05-20 13:21","2025-05-20 15:04","2025-05-20 12:08","","2025-05-20 12:05","2025-05-20 14:54","","2025-05-21 17:09","2025-05-20 14:54","","",""
"RAM-265","Task","Analisi UserAccountLocationCode","Released","2025-05-20 11:38","Low","","","846","0","0","4,040","-","273","0","-","83,001","0","-","-","-","88,161","2025-05-20 11:38","2025-06-04 09:38","2025-06-04 09:38","2025-05-22 15:18","","2025-05-22 09:45","2025-06-04 09:38","","2025-06-04 09:38","2025-06-04 09:38","","",""
"RAM-264","Bug","Non si riescono ad emettere opzioni","Released","2025-05-20 11:12","High","","hotfix-4.0.153","1","34","312","11","-","0","0","-","87,828","0","-","1","-","88,187","2025-05-20 11:13","2025-05-20 11:25","2025-05-20 12:33","2025-05-20 11:14","","2025-05-20 11:14","2025-05-20 12:33","","2025-05-21 09:12","2025-05-20 12:33","","2025-05-20 11:12",""
"RAM-263","Bug","B2C - nei secondi contatti viene persa l'informazione relativa alla tariffa residenti, famiglia numerosa e famiglia speciale","Released","2025-05-20 11:06","High","","hotfix-4.0.161","0","54","256","418","-","0","0","-","87,410","55","-","-","-","88,194","2025-05-20 11:06","2025-05-21 10:04","2025-05-21 11:53","2025-05-20 11:06","","2025-05-20 11:06","2025-05-21 10:58","","2025-05-21 17:09","2025-05-21 10:58","","",""
"RAM-262","Task","[FE] - Larghezza colonne Carta d'imbarco in Biglietti Check-in","Released","2025-05-20 09:24","Low","","","455","585","1","1,335","-","0","17","-","84,459","1,442","-","-","-","88,295","2025-05-20 09:24","2025-05-23 16:14","2025-05-30 09:19","2025-05-21 08:31","","2025-05-21 08:31","2025-05-26 18:48","","2025-05-30 09:20","2025-05-27 09:17","","",""
"RAM-261","Bug","Inserimento manuale tkt in reversale doppiato","Released","2025-05-19 14:57","High","","hotfix-4.0.153","1","24","312","63","-","0","269","-","87,828","0","-","5","-","88,503","2025-05-19 15:02","2025-05-19 16:07","2025-05-20 12:32","2025-05-19 15:04","","2025-05-19 15:04","2025-05-19 16:31","","2025-05-21 09:12","2025-05-20 12:32","","2025-05-19 14:57",""
"RAM-260","Task","Pulizia dangling branch","Released","2025-05-19 14:55","High","","","36,894","0","36","4,964","-","0","0","-","46,609","0","-","-","-","88,504","2025-05-19 14:55","2025-09-17 16:34","2025-09-17 16:34","2025-09-03 13:50","","2025-09-03 13:50","2025-09-17 16:34","","2025-09-17 17:10","2025-09-17 16:34","","",""
"RAM-259","Bug","DISABLED TICKET CANCEL FUNCTION","Released","2025-05-19 09:40","Low","","hotfix-4.0.161","11","203","105","418","-","100","3","-","87,410","508","-","1","-","88,759","2025-05-19 09:41","2025-05-20 10:31","2025-05-21 15:24","2025-05-19 11:32","","2025-05-19 09:52","2025-05-20 14:53","","2025-05-21 17:09","2025-05-20 14:56","","2025-05-19 09:40",""
"RAM-258","Bug","Errore RESEVO - ticket senza passeggeri non apribili","Released","2025-05-19 09:15","High","","hotfix-4.0.151","3","9","409","151","-","1","0","-","88,211","0","-","1","-","88,784","2025-05-19 09:16","2025-05-19 11:50","2025-05-19 12:34","2025-05-19 09:20","","2025-05-19 09:19","2025-05-19 12:34","","2025-05-20 10:48","2025-05-19 12:34","","2025-05-19 09:15",""
"RAM-257","Task","[booking-service] Data truncation nel salvataggio di agency_prepaid_detail","Released","2025-05-19 09:02","Low","","hotfix-4.0.151","99","187","147","48","-","0","105","-","88,211","0","-","-","-","88,798","2025-05-19 09:02","2025-05-19 11:29","2025-05-19 17:21","2025-05-19 10:41","","2025-05-19 10:41","2025-05-19 15:36","","2025-05-20 10:48","2025-05-19 17:21","","",""
"RAM-256","Task","B2C_PRZSOS - match mancato su risorse con infant","Released","2025-05-16 18:08","Medium","","hotfix-4.0.151","0","0","589","0","-","0","0","-","88,211","0","-","-","-","88,800","2025-05-16 18:08","2025-05-19 08:40","2025-05-19 08:41","2025-05-16 18:08","","2025-05-16 18:08","2025-05-19 08:41","","2025-05-20 10:48","2025-05-19 08:41","","",""
"RAM-255","Bug","Frontend largehzza colonne - Info utente check-in","Released","2025-05-16 17:22","Medium","","hotfix-4.0.151","5","17","112","7","-","187","0","-","88,211","297","-","1","-","88,837","2025-05-16 17:23","2025-05-19 11:42","2025-05-19 17:56","2025-05-19 11:35","","2025-05-16 17:28","2025-05-19 12:52","","2025-05-20 10:48","2025-05-19 12:52","","2025-05-16 17:22",""
"RAM-252","Bug","CHECK-IN - Info utente","Released","2025-05-16 15:37","High","","hotfix-4.0.151","3","0","306","314","-","5","0","-","88,211","103","-","1","-","88,942","2025-05-16 15:38","2025-05-19 12:03","2025-05-19 14:42","2025-05-16 15:45","","2025-05-16 15:40","2025-05-19 12:51","","2025-05-20 10:48","2025-05-19 12:51","","2025-05-16 15:37",""
"RAM-251","Bug","Gestione Reversali - Permessi errati","Released","2025-05-16 15:12","Lowest","","hotfix-4.0.161","29","333","83","593","-","517","0","-","87,410","0","-","1","-","88,967","2025-05-16 15:13","2025-05-21 09:13","2025-05-21 15:46","2025-05-19 16:20","","2025-05-16 15:43","2025-05-21 15:46","","2025-05-21 17:09","2025-05-21 15:46","","2025-05-16 15:12",""
"RAM-250","Bug","Viaggi gestione stampa - Stampa Cargo Manifest","Released","2025-05-16 11:58","High","","hotfix-4.0.151","0","176","603","94","-","0","0","-","88,211","16","-","1","-","89,102","2025-05-16 11:59","2025-05-16 14:34","2025-05-16 17:45","2025-05-16 12:33","","2025-05-16 12:18","2025-05-16 17:30","","2025-05-20 10:48","2025-05-16 17:30","","2025-05-16 11:58",""
"RAM-249","Bug","Emissione codice G700 Clichy con terminale Nexi errato","rejected","2025-05-16 11:11","Medium","","","4","-","-","-","-","21","-","89,123","-","-","-","-","-","89,148","2025-05-16 11:11","","","","","2025-05-16 11:15","","2025-05-16 11:36","","","","",""
"RAM-248","Bug","Export Imofal 2 - File non processabile dall'agenzia","Released","2025-05-16 11:03","High","","hotfix-4.0.151","4","0","619","219","-","3","100","-","88,211","0","-","-","-","89,156","2025-05-16 11:03","2025-05-16 15:49","2025-05-16 17:29","2025-05-16 11:10","","2025-05-16 11:07","2025-05-16 15:49","","2025-05-20 10:48","2025-05-16 17:29","","",""
"RAM-247","Task","Aggiornamento biglietto con orario del viaggio modificato ","rejected","2025-05-16 09:51","Medium","","","4","-","-","7,965","-","0","-","81,259","-","-","-","-","-","89,228","2025-05-16 09:51","","","2025-05-16 09:55","","2025-05-16 09:55","","2025-06-09 15:41","","","","",""
"RAM-245","Task","Invalid saga data field","Released","2025-05-15 10:08","Lowest","","RESEVO-C4(R2)","29,692","0","8,571","6,311","-","0","0","-","45,118","0","-","-","-","89,692","2025-05-15 10:08","2025-08-28 10:11","2025-08-28 10:11","2025-08-08 18:28","","2025-08-08 18:28","2025-08-28 10:11","","2025-09-23 09:02","2025-08-28 10:11","","",""
"RAM-244","Bug","B2C - Chiamando l'api dei secondi contatti from-reservation non vengono restituiti i campi presale e reserve","Released","2025-05-14 16:42","Medium","","hotfix-4.0.151","2","155","254","1,116","-","100","0","-","88,211","0","-","1","-","89,838","2025-05-14 16:42","2025-05-19 12:46","2025-05-19 15:34","2025-05-15 09:24","","2025-05-14 16:44","2025-05-19 15:34","","2025-05-20 10:48","2025-05-19 15:34","","2025-05-14 16:42",""
"RAM-243","Bug","ANOMALIA RESEVO  su LOG OPERAZIONI E NOTE","Released","2025-05-14 16:12","Medium","","RC GMNV","28","249","3,466","899","-","88","0","-","84,949","184","-","5","-","89,868","2025-05-14 16:17","2025-05-16 17:11","2025-05-19 16:24","2025-05-15 09:12","","2025-05-14 16:44","2025-05-19 13:20","","2025-05-29 09:10","2025-05-19 13:20","","2025-05-14 16:12",""
"RAM-242","Bug","Emissione - I pax non ricevono le mail dei biglietti","Released","2025-05-14 15:58","Critical","","","1","0","123","25","-","0","0","-","89,732","0","-","1","-","89,882","2025-05-14 15:58","2025-05-14 16:25","2025-05-14 16:25","2025-05-14 16:00","","2025-05-14 16:00","2025-05-14 16:25","","2025-05-15 09:28","2025-05-14 16:25","","2025-05-14 15:58",""
"RAM-241","Bug","DISCREPANZA ETA VIAGGIO 32335 TUN/GOA 16/05 - Campo ETA non aggiornato","Released","2025-05-14 15:49","Medium","","hotfix-4.0.151","7","84","889","442","-","2","0","-","88,211","253","-","2","-","89,890","2025-05-14 15:51","2025-05-15 15:22","2025-05-16 12:44","2025-05-14 16:00","","2025-05-14 15:58","2025-05-15 16:47","","2025-05-20 10:48","2025-05-15 16:47","","2025-05-14 15:49",""
"RAM-240","Bug","Redirect errato cliccando back dalla pagina di checkout di Stripe, url errato","Released","2025-05-14 15:23","High","","hotfix-4.0.132","1","96","224","13","-","3","0","-","89,580","0","-","-","-","89,916","2025-05-14 15:23","2025-05-14 15:40","2025-05-14 17:16","2025-05-14 15:27","","2025-05-14 15:24","2025-05-14 17:16","","2025-05-15 12:47","2025-05-14 17:16","","",""
"RAM-239","Bug","Vincolo AR non previsto","Released","2025-05-14 14:25","Medium","","hotfix-4.0.151","1","0","1,162","591","-","10","0","-","88,211","0","-","-","-","89,975","2025-05-14 14:25","2025-05-15 16:26","2025-05-15 16:27","2025-05-14 14:36","","2025-05-14 14:26","2025-05-15 16:27","","2025-05-20 10:48","2025-05-15 16:27","","",""
"RAM-237","Bug","[STRIPE] [B2C] Url di redirect errato per callback cancel ","Released","2025-05-14 10:09","Critical","","hotfix-4.0.131","1","59","29","22","-","0","0","-","90,060","0","-","-","-","90,171","2025-05-14 10:09","2025-05-14 10:32","2025-05-14 11:31","2025-05-14 10:10","","2025-05-14 10:09","2025-05-14 11:31","","2025-05-14 12:42","2025-05-14 11:31","","",""
"RAM-236","Bug","Export whatsapp - Campi user_phone_number e Phone con carattere aggiuntivo","rejected","2025-05-14 09:55","Lowest","","","0","-","-","33","-","110","-","90,042","-","-","-","-","-","90,185","2025-05-14 09:55","","","2025-05-14 11:45","","2025-05-14 09:55","","2025-05-14 13:18","","","","",""
"RAM-235","Bug","WIZARD - MARCA MODELLO TARGA non editabili","Released","2025-05-13 17:07","Critical","","hotfix-4.0.127","1","0","0","22","-","28","0","-","90,240","0","-","1","-","90,292","2025-05-13 17:08","2025-05-13 18:36","2025-05-13 18:37","2025-05-13 17:37","","2025-05-13 17:09","2025-05-13 18:37","","2025-05-13 18:48","2025-05-13 18:37","","2025-05-13 17:07",""
"RAM-234","Bug","IMOFAL 6 - Errore in stampa lista","Released","2025-05-13 10:49","Critical","","hotfix-4.0.124","0","19","131","18","-","0","0","-","90,442","0","-","-","-","90,611","2025-05-13 10:49","2025-05-13 11:07","2025-05-13 11:26","2025-05-13 10:49","","2025-05-13 10:49","2025-05-13 11:26","","2025-05-13 14:37","2025-05-13 11:26","","",""
"RAM-233","Bug","Upgrade - Nessun incasso e reversale in sospeso","Released","2025-05-13 09:50","High","","hotfix-4.0.151","25","1,191","776","421","-","3","2","-","88,211","39","-","2","-","90,670","2025-05-13 09:51","2025-05-14 09:21","2025-05-16 14:53","2025-05-13 10:19","","2025-05-13 10:17","2025-05-16 14:11","","2025-05-20 10:48","2025-05-16 14:13","","2025-05-13 09:50",""
"RAM-232","Bug","Biglietto 7706170 emesso in conversione perde il totale veicoli","Released","2025-05-12 17:46","Low","","hotfix-4.0.151","0","139","1,369","460","-","520","34","-","88,211","0","-","-","-","90,734","2025-05-12 17:46","2025-05-15 09:06","2025-05-15 12:18","2025-05-14 09:26","","2025-05-12 17:46","2025-05-15 11:26","","2025-05-20 10:48","2025-05-15 12:18","","",""
"RAM-231","Task","[report-print] Le chiamate paginate per recupero dati non hanno lo stesso trace.id della chiamata principale","Released","2025-05-12 16:30","Lowest","","hotfix-4.0.151","1,622","66","112","731","-","0","67","-","88,211","0","-","-","-","90,809","2025-05-12 16:30","2025-05-19 15:43","2025-05-19 17:56","2025-05-16 10:32","","2025-05-16 10:32","2025-05-19 16:49","","2025-05-20 10:48","2025-05-19 17:56","","",""
"RAM-230","[System] Service request","Bonifica GNVUTL/GBEVT00F - doppie righe di incasso per lo stesso biglietto","Released","2025-05-12 15:24","High","","","816","0","336","0","-","0","0","-","89,724","0","-","-","-","90,876","2025-05-12 15:24","2025-05-14 12:37","2025-05-14 12:37","2025-05-14 12:08","","2025-05-14 12:08","2025-05-14 12:37","","2025-05-15 09:35","2025-05-14 12:37","","",""
"RAM-229","Bug","Duplicazione ticket in reversale GN-3300605/06","Released","2025-05-12 15:12","High","","hotfix-4.0.125","2","14","52","371","-","33","0","-","90,410","0","-","5","-","90,887","2025-05-12 15:17","2025-05-13 14:03","2025-05-13 14:17","2025-05-12 15:52","","2025-05-12 15:19","2025-05-13 14:17","","2025-05-13 15:09","2025-05-13 14:17","","2025-05-12 15:12",""
"RAM-228","Bug","Pagamento PayByLink non configurato sul contatc center Napoli","Released","2025-05-12 15:03","High","","hotfix-4.0.122","14","87","256","72","-","1","21","-","90,442","0","-","3","-","90,896","2025-05-12 15:06","2025-05-12 16:33","2025-05-13 09:21","2025-05-12 15:20","","2025-05-12 15:19","2025-05-12 19:20","","2025-05-13 14:37","2025-05-13 09:21","","2025-05-12 15:03",""
"RAM-227","Bug","Disponibilità Garage","rejected","2025-05-12 09:45","High","","","0","-","-","55","-","2","-","91,096","-","-","-","-","-","91,154","2025-05-12 09:45","","","2025-05-12 09:48","","2025-05-12 09:46","","2025-05-12 10:43","","","","",""
"RAM-225","Task","Errore generazione documento onboard-access-control","Released","2025-05-11 09:23","Low","","hotfix-4.0.122","359","83","252","38","-","0","25","-","90,442","0","-","-","-","91,200","2025-05-11 09:23","2025-05-12 16:37","2025-05-13 09:25","2025-05-12 15:59","","2025-05-12 15:59","2025-05-12 22:18","","2025-05-13 14:37","2025-05-13 09:25","","",""
"RAM-224","Task","Null pointer exception in cart bulk operation","Released","2025-05-11 08:54","Low","","hotfix-4.0.151","1,920","268","589","86","-","0","126","-","88,211","0","-","-","-","91,200","2025-05-11 08:54","2025-05-16 10:25","2025-05-19 08:41","2025-05-16 08:55","","2025-05-16 08:55","2025-05-16 15:54","","2025-05-20 10:48","2025-05-19 08:41","","",""
"RAM-223","Bug","errore esportazione imo fal 6","Released","2025-05-09 16:15","High","","hotfix-4.0.122","8","122","244","376","-","94","0","-","90,442","16","-","2","-","91,304","2025-05-09 16:18","2025-05-12 16:16","2025-05-13 09:33","2025-05-12 08:56","","2025-05-09 16:26","2025-05-13 09:17","","2025-05-13 14:37","2025-05-13 09:17","","2025-05-09 16:15",""
"RAM-222","Bug","PROBELMI CONVERSIONE PREVENDITA","Released","2025-05-09 15:27","High","","hotfix-4.0.122","16","0","278","130","-","4","480","-","90,442","0","-","3","-","91,353","2025-05-09 15:29","2025-05-09 19:29","2025-05-12 19:12","2025-05-09 15:49","","2025-05-09 15:45","2025-05-12 08:56","","2025-05-13 14:37","2025-05-12 19:12","","2025-05-09 15:27",""
"RAM-221","Bug","Importo rimborso errato in conversione prevendita","Released","2025-05-09 15:27","High","","hotfix-4.0.122","17","161","503","210","-","10","0","-","90,442","8","-","2","-","91,353","2025-05-09 15:28","2025-05-12 10:26","2025-05-12 14:15","2025-05-09 15:56","","2025-05-09 15:45","2025-05-12 14:06","","2025-05-13 14:37","2025-05-12 14:06","","2025-05-09 15:27",""
"RAM-219","Task","Comportamento contatori per CABH quando riservata ad uso Autisti","Released","2025-05-09 12:18","Medium","","hotfix-4.0.131","0","117","180","837","-","0","0","-","90,060","306","-","-","-","91,500","2025-05-09 12:18","2025-05-13 09:56","2025-05-14 08:25","2025-05-09 12:19","","2025-05-09 12:19","2025-05-13 11:54","","2025-05-14 12:42","2025-05-13 11:54","","",""
"RAM-218","Bug","Stripe - Processo di annullatamento pagamento ","Released","2025-05-09 12:16","Low","","hotfix-4.0.122","0","422","278","317","-","0","29","-","90,442","12","-","-","-","91,500","2025-05-09 12:16","2025-05-12 09:16","2025-05-12 19:50","2025-05-09 12:42","","2025-05-09 12:16","2025-05-12 17:18","","2025-05-13 14:37","2025-05-12 17:47","","",""
"RAM-215","Task","BatchUpdateException: Valori null non consentiti nella colonna o nella variabile VCFFR. ","Released","2025-05-09 12:05","Medium","","hotfix-4.0.122","0","223","657","108","-","0","0","-","90,442","70","-","-","-","91,500","2025-05-09 12:05","2025-05-09 14:48","2025-05-12 10:41","2025-05-09 12:06","","2025-05-09 12:06","2025-05-12 09:31","","2025-05-13 14:37","2025-05-12 09:31","","",""
"RAM-214","Bug","Emissione - Utente del Contact non riesce ad impersonificare agenzia di tipo K","Released","2025-05-08 12:53","Critical","","hotfix-4.0.105","0","89","94","14","-","78","0","-","91,706","0","-","-","-","91,980","2025-05-08 12:53","2025-05-08 14:32","2025-05-08 16:00","2025-05-08 14:17","","2025-05-08 12:54","2025-05-08 16:00","","2025-05-08 17:34","2025-05-08 16:00","","",""
"RAM-213","Bug","Secondi contatti - Aggiornamento Marca/Modello veicolo","Released","2025-05-08 10:43","Low","","hotfix-4.0.105","2","39","96","186","-","9","0","-","91,706","15","-","5","-","92,057","2025-05-08 10:48","2025-05-08 15:04","2025-05-08 15:58","2025-05-08 10:58","","2025-05-08 10:49","2025-05-08 15:43","","2025-05-08 17:34","2025-05-08 15:43","","2025-05-08 10:43",""
"RAM-212","Bug","Gestione risorse nave - cambiando l'uso di una cabina in cabina autisti non si aggiornano le disponibilità della cabina autisti","Released","2025-05-08 10:41","High","","hotfix-4.0.122","1","6","1,163","378","-","0","2","-","90,442","67","-","-","-","92,059","2025-05-08 10:41","2025-05-09 08:45","2025-05-09 10:14","2025-05-08 10:42","","2025-05-08 10:42","2025-05-09 09:05","","2025-05-13 14:37","2025-05-09 09:07","","",""
"RAM-211","Bug","[STRIPE] Report transazioni orfane non arriva ad alcuni utenti","Released","2025-05-08 08:59","Medium","","hotfix-4.0.122","0","95","1,007","292","-","295","0","-","90,442","29","-","-","-","92,160","2025-05-08 08:59","2025-05-09 10:46","2025-05-09 13:50","2025-05-08 14:54","","2025-05-08 09:00","2025-05-09 13:21","","2025-05-13 14:37","2025-05-09 13:21","","",""
"RAM-210","Task","Errore ricerca nominativi per import in assenza di risultati","Released","2025-05-07 14:00","Low","","hotfix-4.0.102","0","0","151","239","-","0","0","-","92,009","0","-","-","-","92,399","2025-05-07 14:00","2025-05-07 18:10","2025-05-07 18:11","2025-05-07 14:00","","2025-05-07 14:00","2025-05-07 18:11","","2025-05-08 11:30","2025-05-07 18:11","","",""
"RAM-209","Bug","Stampa Lista Imbarco capitaneria - codesharing","Released","2025-05-07 11:27","Medium","","hotfix-4.0.102","2","175","272","4","-","31","0","-","92,010","0","-","-","-","92,493","2025-05-07 11:27","2025-05-07 13:03","2025-05-07 15:58","2025-05-07 12:01","","2025-05-07 11:29","2025-05-07 15:58","","2025-05-08 11:30","2025-05-07 15:58","","",""
"RAM-208","Task","Analisi creazione categorie Drivers ","Done","2025-05-07 10:34","Medium","","hotfix-4.0.122","0","0","91,581","911","-","0","0","-","-","52","-","-","-","92,545","2025-05-07 10:34","2025-05-09 09:46","2025-05-09 10:38","2025-05-07 10:35","","2025-05-07 10:35","2025-05-09 09:46","","","2025-05-09 09:46","","",""
"RAM-207","Bug","[FE] Admin Portal - Ruoli Interni - In modifica ruolo il campo Nome ruolo deve essere disabilitato","Released","2025-05-07 10:07","Lowest","","hotfix-4.0.102","0","198","0","47","-","317","0","-","92,010","0","-","-","-","92,572","2025-05-07 10:07","2025-05-07 17:12","2025-05-08 11:30","2025-05-07 16:25","","2025-05-07 10:08","2025-05-08 11:30","","2025-05-08 11:30","2025-05-08 11:30","","",""
